cog_id,root,Dscore,Statistic,Pvalue,AdjPvalue,clade_name,protein_id,ssp_id,preferred_name
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0082682,7227,Akt1
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0083130,7227,cdi
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0083400,7227,Takl1
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0084549,7227,pll
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0085145,7227,gskt
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0085320,7227,Src42A
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0086382,7227,shark
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0086841,7227,Nrk
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0086978,7227,mos
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0087135,7227,otk
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0087739,7227,babo
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0088153,7227,Eph
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0111700,7227,Lrrk
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0112160,7227,Ire1
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0112713,7227,CG41099
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0288669,7227,InR
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0289007,7227,Csk
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0291414,7227,Takl2
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0292850,7227,slpr
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0293344,7227,ird5
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0293527,7227,Src64B
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0300982,7227,sax
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0302921,7227,aPKC
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0303166,7227,Abl
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0304140,7227,sgg
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0304259,7227,Alk
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0304889,7227,sti
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0305946,7227,phl
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0306147,7227,put
COG0196,32,0.9185,7.618,1.29e-14,8.23e-11,Metamonada,FBpp0081260,7227,CG2846
KOG0211,32,0.9931,7.617,1.29e-14,8.25e-11,Metamonada,FBpp0297239,7227,Pp2A-29B
KOG0272,32,0.9786,7.617,1.3e-14,8.28e-11,Metamonada,FBpp0074971,7227,U4-U6-60K
KOG0272,32,0.9786,7.617,1.3e-14,8.28e-11,Metamonada,FBpp0303326,7227,CG7568
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0070005,7227,CG9572
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0070483,7227,N
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0073147,7227,slow
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0073256,7227,C901
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0076517,7227,CG32373
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0083153,7227,Dl
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0084498,7227,Ser
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0084572,7227,CG5639
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0088211,7227,CG31999
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0088727,7227,wry
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0112919,7227,eys
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0288716,7227,frac
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0291051,7227,Ppn
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0293268,7227,crb
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0297915,7227,uif
KOG1217,32,0.8926,7.616,1.31e-14,8.31e-11,Metamonada,FBpp0304622,7227,dp
COG0293,32,1,7.616,1.31e-14,8.36e-11,Metamonada,FBpp0073943,7227,CG8939
COG0293,32,1,7.616,1.31e-14,8.36e-11,Metamonada,FBpp0082832,7227,CG5220
COG0293,32,1,7.616,1.31e-14,8.36e-11,Metamonada,FBpp0083225,7227,CG11447
COG0293,32,1,7.616,1.31e-14,8.36e-11,Metamonada,FBpp0083432,7227,CG7009
KOG2001,32,0.9392,7.615,1.32e-14,8.38e-11,Metamonada,FBpp0074544,7227,Grip84
KOG2001,32,0.9392,7.615,1.32e-14,8.38e-11,Metamonada,FBpp0075793,7227,Grip163
KOG2001,32,0.9392,7.615,1.32e-14,8.38e-11,Metamonada,FBpp0076535,7227,CG7716
KOG0315,32,0.9603,7.615,1.32e-14,8.39e-11,Metamonada,FBpp0071303,7227,Lst8
KOG0324,32,0.9259,7.612,1.35e-14,8.61e-11,Metamonada,FBpp0074548,7227,CG12231
KOG0324,32,0.9259,7.612,1.35e-14,8.61e-11,Metamonada,FBpp0083698,7227,CG6972
KOG0324,32,0.9259,7.612,1.35e-14,8.61e-11,Metamonada,FBpp0087318,7227,CG7222
COG5023,32,1,7.61,1.37e-14,8.74e-11,Metamonada,FBpp0072177,7227,betaTub60D
COG5023,32,1,7.61,1.37e-14,8.74e-11,Metamonada,FBpp0076122,7227,TubA67C
COG5023,32,1,7.61,1.37e-14,8.74e-11,Metamonada,FBpp0076678,7227,CG32396
COG5023,32,1,7.61,1.37e-14,8.74e-11,Metamonada,FBpp0077326,7227,TubG
COG5023,32,1,7.61,1.37e-14,8.74e-11,Metamonada,FBpp0081062,7227,TubA84D
COG5023,32,1,7.61,1.37e-14,8.74e-11,Metamonada,FBpp0081153,7227,tubA84B
COG5023,32,1,7.61,1.37e-14,8.74e-11,Metamonada,FBpp0081524,7227,betaTub85D
COG5023,32,1,7.61,1.37e-14,8.74e-11,Metamonada,FBpp0081565,7227,TUBA85E
COG5023,32,1,7.61,1.37e-14,8.74e-11,Metamonada,FBpp0082964,7227,CG7794
COG5023,32,1,7.61,1.37e-14,8.74e-11,Metamonada,FBpp0084630,7227,T
COG5023,32,1,7.61,1.37e-14,8.74e-11,Metamonada,FBpp0085721,7227,betaTub56D
COG5023,32,1,7.61,1.37e-14,8.74e-11,Metamonada,FBpp0304827,7227,TubG2
COG0517,32,0.9598,7.609,1.38e-14,8.79e-11,Metamonada,FBpp0290803,7227,SNF4Agamma
KOG3045,32,0.9183,7.609,1.38e-14,8.8e-11,Metamonada,FBpp0085693,7227,CG7137
COG0563,32,1,7.609,1.38e-14,8.81e-11,Metamonada,FBpp0072072,7227,Adk2
COG0563,32,1,7.609,1.38e-14,8.81e-11,Metamonada,FBpp0075750,7227,Adk1
COG0563,32,1,7.609,1.38e-14,8.81e-11,Metamonada,FBpp0081807,7227,Adk3
COG0563,32,1,7.609,1.38e-14,8.81e-11,Metamonada,FBpp0084349,7227,Dak1
COG0563,32,1,7.609,1.38e-14,8.81e-11,Metamonada,FBpp0304516,7227,CG9541
COG1241,32,1,7.607,1.4e-14,8.92e-11,Metamonada,FBpp0070729,7227,Mcm3
COG1241,32,1,7.607,1.4e-14,8.92e-11,Metamonada,FBpp0070913,7227,Mcm6
COG1241,32,1,7.607,1.4e-14,8.92e-11,Metamonada,FBpp0076312,7227,Mcm7
COG1241,32,1,7.607,1.4e-14,8.92e-11,Metamonada,FBpp0081317,7227,Mcm2
COG1241,32,1,7.607,1.4e-14,8.92e-11,Metamonada,FBpp0081756,7227,Mcm5
COG1241,32,1,7.607,1.4e-14,8.92e-11,Metamonada,FBpp0082647,7227,rec
COG1241,32,1,7.607,1.4e-14,8.92e-11,Metamonada,FBpp0088055,7227,dpa
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0072753,7227,ACXD
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0073809,7227,rut
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0079994,7227,ACXC
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0079995,7227,ACXB
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0079996,7227,ACXA
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0080693,7227,Phlpp
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0082641,7227,CG31183
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0082703,7227,CG14877
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0082745,7227,Gyc-89Db
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0084819,7227,Gyc99B
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0085115,7227,dgcb1
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0085252,7227,Ac3
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0099611,7227,CG33958
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0110261,7227,Gyc88E
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0110262,7227,Gyc-89Da
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0111769,7227,Gyc32E
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0271904,7227,CG3216
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0290536,7227,CG32301
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0290537,7227,CG32305
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0290915,7227,Ac78C
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0291484,7227,CG42637
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0291487,7227,Gyc76C
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0291650,7227,CG10738
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0292870,7227,CG34357
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0293288,7227,Ac76E
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0298357,7227,CG43373
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0302693,7227,ACXE
COG2114,32,0.8888,7.604,1.43e-14,9.14e-11,Metamonada,FBpp0304773,7227,Ac13E
COG2520,32,0.9879,7.603,1.45e-14,9.2e-11,Metamonada,FBpp0072897,7227,CG32278
COG2520,32,0.9879,7.603,1.45e-14,9.2e-11,Metamonada,FBpp0072898,7227,CG32281
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0074283,7227,Dhc16F
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0086282,7227,CG9068
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0112479,7227,kl-3
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0112614,7227,kl-5
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0112826,7227,CG41497
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0271700,7227,CG3339
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0271744,7227,Dhc93AB
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0271926,7227,btv
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0288420,7227,CG17150
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0289299,7227,kl-2
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0290517,7227,Dhc98D
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0291547,7227,CG40992
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0291549,7227,CG40936
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0292225,7227,Dhc62B
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0293284,7227,Dhc36C
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0301056,7227,CG9492
COG5245,32,0.8713,7.602,1.45e-14,9.25e-11,Metamonada,FBpp0304991,7227,Dhc64C
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0070779,7227,CG15767
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0071844,7227,CG2852
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0072201,7227,CG3492
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0072463,7227,Cypl
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0073225,7227,CG32236
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0074017,7227,Cyp1
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0075479,7227,CG7768
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0075761,7227,CG10907
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0076113,7227,CG8336
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0077688,7227,ninaA
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0084113,7227,CG5808
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0084258,7227,CG5071
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0084655,7227,Moca-cyp
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0085477,7227,CG17266
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0086101,7227,cyp33
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0086323,7227,CG7747
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0087366,7227,CG11777
COG0652,32,1,7.601,1.47e-14,9.39e-11,Metamonada,FBpp0087717,7227,CG30350
COG1643,32,1,7.599,1.49e-14,9.47e-11,Metamonada,FBpp0070403,7227,kz
COG1643,32,1,7.599,1.49e-14,9.47e-11,Metamonada,FBpp0072141,7227,bgcn
COG1643,32,1,7.599,1.49e-14,9.47e-11,Metamonada,FBpp0073259,7227,CG1582
COG1643,32,1,7.599,1.49e-14,9.47e-11,Metamonada,FBpp0073717,7227,l(1)G0007
COG1643,32,1,7.599,1.49e-14,9.47e-11,Metamonada,FBpp0074221,7227,CG8915
COG1643,32,1,7.599,1.49e-14,9.47e-11,Metamonada,FBpp0074555,7227,CG32533
COG1643,32,1,7.599,1.49e-14,9.47e-11,Metamonada,FBpp0077107,7227,CG3225
COG1643,32,1,7.599,1.49e-14,9.47e-11,Metamonada,FBpp0079537,7227,CG4901
COG1643,32,1,7.599,1.49e-14,9.47e-11,Metamonada,FBpp0080706,7227,l(2)37Cb
COG1643,32,1,7.599,1.49e-14,9.47e-11,Metamonada,FBpp0080988,7227,CG9323
COG1643,32,1,7.599,1.49e-14,9.47e-11,Metamonada,FBpp0082637,7227,spn-E
COG1643,32,1,7.599,1.49e-14,9.47e-11,Metamonada,FBpp0085367,7227,mle
COG1643,32,1,7.599,1.49e-14,9.47e-11,Metamonada,FBpp0086647,7227,pea
COG1643,32,1,7.599,1.49e-14,9.47e-11,Metamonada,FBpp0088040,7227,CG11107
KOG3754,32,0.9114,7.596,1.53e-14,9.72e-11,Metamonada,FBpp0071063,7227,Gclc
KOG3005,32,0.8543,7.596,1.53e-14,9.76e-11,Metamonada,FBpp0290511,7227,slx1
KOG3486,32,0.9313,7.591,1.58e-14,1.01e-10,Metamonada,FBpp0077309,7227,RpS21
COG2890,32,0.9245,7.588,1.63e-14,1.04e-10,Metamonada,FBpp0078900,7227,CG9531
COG2890,32,0.9245,7.588,1.63e-14,1.04e-10,Metamonada,FBpp0099795,7227,CG9960
COG5128,32,0.9882,7.588,1.63e-14,1.04e-10,Metamonada,FBpp0086599,7227,Trs31
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0070226,7227,CG12773
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0072046,7227,kcc
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0073761,7227,CG9413
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0074557,7227,CG12531
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0075379,7227,mnd
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0077892,7227,CG13248
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0078206,7227,slif
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0078411,7227,CG31547
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0080630,7227,CG10413
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0084502,7227,gb
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0085146,7227,CG1607
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0088925,7227,JhI-21
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0099766,7227,CG7255
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0271785,7227,CG5535
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0303022,7227,tadr
COG0531,32,0.9812,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0305974,7227,Ncc69
KOG3720,32,0.898,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0074746,7227,CG9452
KOG3720,32,0.898,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0083537,7227,CG6656
KOG3720,32,0.898,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0084975,7227,Acph-1
KOG3720,32,0.898,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0305979,7227,CG9451
KOG3720,32,0.898,7.585,1.66e-14,1.06e-10,Metamonada,FBpp0305981,7227,CG9449
COG2051,32,0.9079,7.581,1.72e-14,1.09e-10,Metamonada,FBpp0084242,7227,RpS27
KOG1868,32,0.9273,7.578,1.76e-14,1.12e-10,Metamonada,FBpp0077041,7227,Usp2
KOG1868,32,0.9273,7.578,1.76e-14,1.12e-10,Metamonada,FBpp0083419,7227,Usp8
COG0822,32,0.986,7.577,1.76e-14,1.12e-10,Metamonada,FBpp0081412,7227,CG9836
COG0086,32,1,7.577,1.77e-14,1.13e-10,Metamonada,FBpp0073387,7227,RpII215
COG0086,32,1,7.577,1.77e-14,1.13e-10,Metamonada,FBpp0086640,7227,RpI1
COG0086,32,1,7.577,1.77e-14,1.13e-10,Metamonada,FBpp0290035,7227,CG17209
COG0423,32,0.9364,7.576,1.78e-14,1.14e-10,Metamonada,FBpp0075386,7227,Aats-gly
KOG2111,32,0.9307,7.576,1.78e-14,1.14e-10,Metamonada,FBpp0081440,7227,CG11975
COG0363,32,0.9907,7.574,1.81e-14,1.15e-10,Metamonada,FBpp0073235,7227,CG17333
COG0363,32,0.9907,7.574,1.81e-14,1.15e-10,Metamonada,FBpp0297903,7227,Oscillin
COG1257,32,0.9247,7.573,1.83e-14,1.16e-10,Metamonada,FBpp0083842,7227,Hmgcr
KOG3063,32,0.9313,7.571,1.86e-14,1.18e-10,Metamonada,FBpp0070298,7227,Vps26
KOG3178,32,0.9868,7.568,1.89e-14,1.21e-10,Metamonada,FBpp0087463,7227,Ntmt
COG1761,32,0.9789,7.567,1.91e-14,1.22e-10,Metamonada,FBpp0080564,7227,Rpb11
COG1761,32,0.9789,7.567,1.91e-14,1.22e-10,Metamonada,FBpp0304829,7227,l(2)37Cg
COG0144,32,1,7.566,1.93e-14,1.23e-10,Metamonada,FBpp0070637,7227,Nsun2
COG0144,32,1,7.566,1.93e-14,1.23e-10,Metamonada,FBpp0077624,7227,CG4749
COG0144,32,1,7.566,1.93e-14,1.23e-10,Metamonada,FBpp0078203,7227,CG11109
COG0144,32,1,7.566,1.93e-14,1.23e-10,Metamonada,FBpp0087045,7227,CG8545
COG0144,32,1,7.566,1.93e-14,1.23e-10,Metamonada,FBpp0289234,7227,CG42358
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0070973,7227,CG4607
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0072148,7227,CG4797
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0075674,7227,CG10960
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0076043,7227,CG32054
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0076044,7227,CG32053
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0076045,7227,CG14160
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0077268,7227,CG15406
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0077271,7227,CG8837
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0077272,7227,CG33281
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0077274,7227,CG3285
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0077275,7227,CG15408
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0078291,7227,CG1213
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0081119,7227,CG14605
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0081121,7227,CG14606
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0081489,7227,CG31100
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0082721,7227,CG6901
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0082723,7227,CG17930
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0082790,7227,Glut3
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0086060,7227,CG6484
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0087178,7227,Tret1-1
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0087180,7227,Tret1-2
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0088616,7227,sut4
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0112109,7227,CG1208
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0112370,7227,CG33282
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0271727,7227,CG17929
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0292839,7227,CG42826
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0292840,7227,CG42825
KOG0254,32,0.9715,7.565,1.93e-14,1.23e-10,Metamonada,FBpp0300975,7227,CG8249
COG5178,32,0.9998,7.565,1.94e-14,1.23e-10,Metamonada,FBpp0087124,7227,Prp8
COG0463,32,0.9998,7.564,1.96e-14,1.25e-10,Metamonada,FBpp0079234,7227,wol
COG0463,32,0.9998,7.564,1.96e-14,1.25e-10,Metamonada,FBpp0080817,7227,CG10166
KOG0663,32,0.9514,7.564,1.96e-14,1.25e-10,Metamonada,FBpp0077905,7227,Pitslre
KOG0663,32,0.9514,7.564,1.96e-14,1.25e-10,Metamonada,FBpp0087515,7227,cdc2rk
COG5593,32,0.929,7.563,1.97e-14,1.26e-10,Metamonada,FBpp0075937,7227,CG7839
KOG0307,32,0.9625,7.56,2.02e-14,1.28e-10,Metamonada,FBpp0087724,7227,Sec31
COG1488,32,0.9804,7.559,2.03e-14,1.29e-10,Metamonada,FBpp0077168,7227,CG3714
KOG2425,32,0.892,7.559,2.03e-14,1.3e-10,Metamonada,FBpp0075969,7227,CG32075
KOG2425,32,0.892,7.559,2.03e-14,1.3e-10,Metamonada,FBpp0075970,7227,CG32069
COG5228,32,0.9976,7.559,2.04e-14,1.3e-10,Metamonada,FBpp0289500,7227,Pop2
COG0296,32,0.915,7.556,2.07e-14,1.32e-10,Metamonada,FBpp0086845,7227,AGBE
KOG0575,32,0.9401,7.555,2.09e-14,1.33e-10,Metamonada,FBpp0074608,7227,polo
KOG0575,32,0.9401,7.555,2.09e-14,1.33e-10,Metamonada,FBpp0078042,7227,SAK
COG0343,32,0.9771,7.555,2.1e-14,1.34e-10,Metamonada,FBpp0076201,7227,CG3434
COG0343,32,0.9771,7.555,2.1e-14,1.34e-10,Metamonada,FBpp0077636,7227,Tgt
KOG1639,32,0.9659,7.555,2.1e-14,1.34e-10,Metamonada,FBpp0073017,7227,Sc2
COG0557,32,1,7.553,2.13e-14,1.36e-10,Metamonada,FBpp0072388,7227,CG16940
COG0557,32,1,7.553,2.13e-14,1.36e-10,Metamonada,FBpp0083989,7227,Dis3
COG3277,32,0.8549,7.552,2.14e-14,1.36e-10,Metamonada,FBpp0071562,7227,CG4038
COG0092,32,0.9998,7.552,2.14e-14,1.36e-10,Metamonada,FBpp0083802,7227,RpS3
COG1552,32,0.9028,7.551,2.16e-14,1.37e-10,Metamonada,FBpp0077159,7227,RpL40
KOG0680,32,0.8625,7.55,2.17e-14,1.39e-10,Metamonada,FBpp0073983,7227,Arp6
KOG2443,32,0.9926,7.548,2.21e-14,1.4e-10,Metamonada,FBpp0077740,7227,Spp
KOG2443,32,0.9926,7.548,2.21e-14,1.4e-10,Metamonada,FBpp0290043,7227,SppL
COG5217,32,0.9018,7.548,2.21e-14,1.41e-10,Metamonada,FBpp0071405,7227,CG15306
COG5217,32,0.9018,7.548,2.21e-14,1.41e-10,Metamonada,FBpp0076502,7227,CG32371
COG5217,32,0.9018,7.548,2.21e-14,1.41e-10,Metamonada,FBpp0077157,7227,CG2955
COG5217,32,0.9018,7.548,2.21e-14,1.41e-10,Metamonada,FBpp0079053,7227,CG31907
